type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
0.00018155789375305176, 3.731456771492958e-5, 1.5497580170631408e-7, 0.0008351802825927734, 0.00015884637832641602, 6.705522537231445e-7
0.00027772915363311767, 2.843361720442772e-5, 2.021603286266327e-7, 0.0012116432189941406, 0.00011117011308670044, 8.530914783477783e-7
0.00012123650312423706, 8.193239569664002e-6, 9.376928210258484e-8, 0.0005297660827636719, 3.4332275390625e-5, 3.3155083656311035e-7
6.245595216751099e-5, 4.433000460267067e-5, 1.7196685075759887e-7, 0.00028961896896362305, 0.00020715594291687012, 8.046627044677734e-7
0.00028145009279251096, 1.3582918792963029e-5, 1.188032329082489e-7, 0.0010828375816345215, 5.399435758590698e-5, 4.991888999938965e-7
0.000258940577507019, 1.9005708396434782e-5, 8.515268564224243e-8, 0.0010905265808105469, 7.677078247070312e-5, 3.5762786865234375e-7
0.00023629367351531982, 2.0224545150995253e-5, 7.839128375053405e-8, 0.001076817512512207, 8.43144953250885e-5, 3.3527612686157227e-7
8.119475841522217e-5, 5.988810211420059e-6, 6.13667070865631e-8, 0.00035262107849121094, 2.8621405363082886e-5, 3.2782554626464844e-7
0.0001548631191253662, 2.2956982254981994e-5, 6.99646770954132e-8, 0.0006808042526245117, 0.0001066550612449646, 2.905726432800293e-7
0.0001630772352218628, 7.59531669318676e-5, 5.038678646087646e-7, 0.0006490945816040039, 0.0003705434501171112, 2.5033950805664062e-6
0.0001385635733604431, 1.9850660115480423e-5, 1.6739219427108764e-7, 0.0006170272827148438, 9.456276893615723e-5, 8.083879947662354e-7
