type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
0.0005724165439605713, 1.3090886175632477e-5, 1.7952919006347656e-7, 0.002352595329284668, 5.251169204711914e-5, 7.227063179016113e-7
9.175282716751098e-5, 9.127721190452576e-6, 9.601190686225891e-8, 0.00040394067764282227, 3.896281123161316e-5, 5.21540641784668e-7
0.00015517032146453858, 5.331303924322129e-6, 7.321313023567199e-8, 0.0006333589553833008, 2.275407314300537e-5, 2.942979335784912e-7
0.00022631675004959107, 2.1163519471883773e-5, 3.663823008537293e-8, 0.0009260177612304688, 8.483231067657471e-5, 1.4156103134155273e-7
0.0002269216775894165, 8.911021053791047e-6, 3.355741500854492e-8, 0.0011217594146728516, 4.0240585803985596e-5, 1.5273690223693848e-7
8.267217874526978e-5, 1.3257067650556564e-5, 3.6288052797317504e-8, 0.00032651424407958984, 4.867464303970337e-5, 1.6391277313232422e-7
0.005079701066017151, 0.000746467936784029, 3.9643794298172e-7, 0.022112607955932617, 0.0032686367630958557, 1.8849968910217285e-6
0.001205383062362671, 0.00016312288120388983, 8.864700794219971e-7, 0.004808187484741211, 0.0006494298577308655, 3.4049153327941895e-6
8.233827352523803e-5, 6.217371672391891e-6, 4.571676254272461e-8, 0.00033783912658691406, 2.5860965251922607e-5, 1.6763806343078613e-7
0.00010548579692840576, 1.1810842901468277e-5, 1.0446086525917053e-7, 0.0005156397819519043, 4.750490188598633e-5, 4.3213367462158203e-7
5.651271343231201e-5, 1.7513632774353026e-5, 5.8595091104507443e-8, 0.00021028518676757812, 8.014589548110962e-5, 2.4586915969848633e-7
