type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
0.0003574414849281311, 1.822170615196228e-5, 1.5727058053016662e-7, 0.0013532638549804688, 7.468089461326599e-5, 6.51925802230835e-7
6.263464689254761e-5, 5.988635122776031e-6, 5.430355668067932e-8, 0.000292360782623291, 3.249943256378174e-5, 2.4586915969848633e-7
0.00010568737983703614, 6.853882223367691e-6, 7.883831858634949e-8, 0.00042688846588134766, 3.088265657424927e-5, 3.427267074584961e-7
0.00048770779371261596, 7.766134664416314e-5, 1.2021884322166443e-7, 0.0019484758377075195, 0.00031500309705734253, 4.880130290985107e-7
0.00011415940523147583, 1.586664095520973e-5, 1.1776015162467957e-7, 0.0005209445953369141, 6.12698495388031e-5, 4.6938657760620117e-7
4.116475582122803e-5, 8.530508726835251e-6, 3.494322299957276e-8, 0.0001958608627319336, 3.7536025047302246e-5, 1.601874828338623e-7
0.0008339223861694336, 2.4949274957180025e-5, 1.0919198393821717e-6, 0.003557920455932617, 9.639561176300049e-5, 4.641711711883545e-6
9.77334976196289e-5, 4.726268351078034e-6, 6.603077054023743e-8, 0.0004844069480895996, 2.2448599338531494e-5, 3.5762786865234375e-7
0.00010226529836654664, 2.187293395400047e-5, 3.732778131961822e-7, 0.00037360191345214844, 9.843334555625916e-5, 1.691281795501709e-6
0.00015585917234420775, 8.61738994717598e-6, 5.931779742240906e-8, 0.0005983114242553711, 3.49581241607666e-5, 2.086162567138672e-7
0.00012332296371459961, 1.0581322014331818e-5, 2.615861594676971e-7, 0.0004576444625854492, 5.035102367401123e-5, 1.3150274753570557e-6
