type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
6.503301858901978e-5, 6.666466593742371e-6, 6.543472409248353e-8, 0.0002823472023010254, 3.238022327423096e-5, 2.384185791015625e-7
0.000210821270942688, 2.1981220692396163e-5, 2.761855721473694e-7, 0.000841975212097168, 9.457767009735107e-5, 1.0989606380462646e-6
7.086151838302612e-5, 1.1911064386367797e-5, 1.96065753698349e-7, 0.0002619028091430664, 5.189329385757446e-5, 7.37607479095459e-7
4.759746789932251e-5, 2.2126469761133196e-5, 9.385496377944946e-8, 0.0002275705337524414, 9.446591138839722e-5, 4.172325134277344e-7
7.377398014068603e-5, 8.62836092710495e-6, 2.0169094204902648e-7, 0.00028896331787109375, 3.142654895782471e-5, 8.977949619293213e-7
5.312740802764893e-5, 5.038939416408539e-6, 2.9619783163070677e-8, 0.0002225637435913086, 2.7313828468322754e-5, 1.1920928955078125e-7
5.1391184329986574e-5, 1.1241663247346878e-5, 9.685009717941285e-8, 0.00021016597747802734, 4.90434467792511e-5, 3.948807716369629e-7
9.391748905181885e-5, 1.7910216003656388e-5, 1.219511032104492e-7, 0.00038439035415649414, 7.226318120956421e-5, 5.513429641723633e-7
0.000131539523601532, 6.096109747886658e-6, 9.343400597572326e-8, 0.0005944967269897461, 3.0588358640670776e-5, 3.427267074584961e-7
0.00036376065015792844, 2.1720632910728454e-5, 2.150610089302063e-8, 0.0014306306838989258, 9.959936141967773e-5, 7.82310962677002e-8
0.00013544774055480958, 1.459808275103569e-5, 3.3099204301834106e-8, 0.0006266236305236816, 5.915015935897827e-5, 1.2665987014770508e-7
