type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
0.00011356019973754882, 1.3084709644317627e-5, 5.025044083595276e-8, 0.0005693435668945312, 4.727393388748169e-5, 1.9371509552001953e-7
4.5171916484832766e-5, 1.730731502175331e-5, 5.7693570852279663e-8, 0.00017511844635009766, 7.44648277759552e-5, 2.5704503059387207e-7
0.0002165781855583191, 0.00028748951852321626, 3.8639456033706663e-7, 0.0009032487869262695, 0.0012969598174095154, 1.7583370208740234e-6
4.8785626888275144e-5, 5.7986244559288026e-5, 5.018040537834167e-7, 0.00019502639770507812, 0.0002420172095298767, 2.3543834686279297e-6
9.174114465713501e-5, 1.1408612132072449e-5, 9.161233901977539e-8, 0.00036132335662841797, 4.2378902435302734e-5, 3.948807716369629e-7
4.753947257995606e-5, 4.5346058905124665e-6, 8.238106966018677e-8, 0.0002307891845703125, 1.996755599975586e-5, 3.2782554626464844e-7
0.0006955136656761169, 2.5324977934360505e-5, 5.552358925342559e-7, 0.0030985474586486816, 0.00011149421334266663, 2.4437904357910156e-6
0.0001468144655227661, 1.1371370404958724e-5, 2.2919103503227235e-7, 0.0007947683334350586, 4.612281918525696e-5, 9.08970832824707e-7
7.853603363037109e-5, 2.0903732627630233e-5, 1.6353651881217957e-7, 0.00040543079376220703, 9.328871965408325e-5, 6.07222318649292e-7
0.00024841278791427613, 2.9534779489040374e-5, 3.3416226506233213e-7, 0.0009397268295288086, 0.00012039020657539368, 1.4901161193847656e-6
0.00010101687908172607, 8.346281945705414e-6, 2.473071217536926e-7, 0.0004252195358276367, 4.2065978050231934e-5, 1.0728836059570312e-6
