type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
0.0007829537987709045, 2.2131673991680147e-5, 3.379806876182556e-7, 0.0030928850173950195, 8.700042963027954e-5, 1.4081597328186035e-6
0.00042815357446670534, 0.00010216645896434783, 1.2018755078315734e-6, 0.0017962455749511719, 0.00042982399463653564, 5.066394805908203e-6
0.00010286945104599, 7.208853960037232e-6, 1.7651543021202088e-7, 0.00035959482192993164, 3.189966082572937e-5, 8.754432201385498e-7
0.00020957064628601075, 1.4514990150928498e-5, 2.963244915008545e-7, 0.0011973381042480469, 6.692856550216675e-5, 1.5906989574432373e-6
8.644437789916992e-5, 3.198090940713882e-5, 1.0399147868156433e-7, 0.00033223628997802734, 0.00012631714344024658, 5.364418029785156e-7
6.111443042755127e-5, 8.763272315263748e-6, 6.614997982978821e-8, 0.0002554655075073242, 3.824383020401001e-5, 3.3527612686157227e-7
0.0001589476466178894, 2.595507353544235e-5, 1.8587708473205567e-7, 0.0006030797958374023, 9.788200259208679e-5, 6.780028343200684e-7
5.6076347827911374e-5, 5.504243075847626e-6, 4.4565647840499875e-8, 0.00024044513702392578, 2.2415071725845337e-5, 2.2351741790771484e-7
5.971527099609375e-5, 9.284373372793198e-6, 4.2550265789031985e-8, 0.0002499222755432129, 4.445016384124756e-5, 1.7508864402770996e-7
6.780302524566651e-5, 7.029246538877487e-6, 9.648129343986512e-8, 0.00034117698669433594, 2.5898218154907227e-5, 3.6135315895080566e-7
3.9769232273101806e-5, 6.207823753356934e-6, 1.1574476957321167e-7, 0.00016832351684570312, 2.9101967811584473e-5, 4.6193599700927734e-7
