type: T
mtx: 1000x1000
dev_fp32,  dev_posit,  dev_refin, max_fp32, max_posit, max_refin
8.8886559009552e-5, 5.842525511980056e-6, 4.8700720071792604e-8, 0.00040525197982788086, 2.432987093925476e-5, 1.9744038581848145e-7
0.00014330852031707765, 1.761283352971077e-5, 1.7044320702552795e-7, 0.0007668733596801758, 9.04276967048645e-5, 9.424984455108643e-7
7.150983810424805e-5, 6.284307688474655e-6, 3.593042492866516e-8, 0.0003345608711242676, 2.7835369110107422e-5, 1.341104507446289e-7
0.000983360767364502, 9.42234918475151e-5, 5.154237151145935e-6, 0.004197597503662109, 0.0004187747836112976, 2.279132604598999e-5
9.470415115356446e-5, 4.81649860739708e-6, 1.9127503037452697e-7, 0.00040900707244873047, 2.5101006031036377e-5, 7.636845111846924e-7
0.00011005318164825439, 6.557721644639969e-6, 4.5243650674819945e-8, 0.0006000399589538574, 2.4609267711639404e-5, 1.825392246246338e-7
0.00011921405792236328, 1.5096697956323624e-5, 1.5303492546081542e-7, 0.00042438507080078125, 6.110966205596924e-5, 7.115304470062256e-7
0.00010466259717941284, 1.478210836648941e-5, 7.052719593048095e-8, 0.00047469139099121094, 6.653368473052979e-5, 2.868473529815674e-7
0.000414280354976654, 3.6037307232618335e-5, 7.559731602668762e-8, 0.0016890764236450195, 0.00014528632164001465, 2.980232238769531e-7
9.418255090713502e-5, 2.101968973875046e-5, 2.111867070198059e-7, 0.0004137754440307617, 8.719414472579956e-5, 8.940696716308594e-7
7.48593807220459e-5, 6.681527942419052e-6, 4.626810550689697e-8, 0.0003052949905395508, 3.0294060707092285e-5, 1.9371509552001953e-7
